Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,num_cc,num_price
GMC,Sierra 1500 SLT,5.3L V8 engine,"5,327 cc",355 hp,180 km/h,6.8 sec,"$56,000 ",Petrol,5,519 Nm,5327.0,56000.0
GMC,Sierra 2500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$70,000 ",Petrol,5,629 Nm,6600.0,70000.0
GMC,Sierra 3500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$72,000 ",Petrol,5,629 Nm,6600.0,72000.0
GMC,Canyon Elevation,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.5 sec,"$36,300 ",Petrol,5,259 Nm,2488.0,36300.0
GMC,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$44,000 ",Petrol,5,373 Nm,3564.0,44000.0
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$80,000 ",Petrol,5,624 Nm,6162.0,80000.0
GMC,Yukon XL Denali Reserve,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$82,000 ",Petrol,7,624 Nm,6162.0,82000.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$28,700 ",Petrol,5,275 Nm,1490.0,28700.0
GMC,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$45,000 ",Petrol,7,366 Nm,3564.0,45000.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$65,000 ",Petrol,5,624 Nm,6162.0,65000.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$75,000 ",Petrol,5,629 Nm,6600.0,75000.0
GMC,Canyon AT4X,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$50,000 ",Petrol,5,373 Nm,3564.0,50000.0
GMC,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285 hp,180 km/h,7.5 sec,"$37,700 ",Petrol,3,413 Nm,4300.0,37700.0
GMC,Sierra 2500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$60,000 ",Petrol,3,629 Nm,6600.0,60000.0
GMC,Sierra 3500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.8 sec,"$62,000 ",Petrol,3,629 Nm,6600.0,62000.0
GMC,Terrain SLT,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.4 sec,"$31,000 ",Petrol,5,275 Nm,1490.0,31000.0
GMC,Acadia SLE,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.6 sec,"$40,000 ",Petrol,7,366 Nm,3564.0,40000.0
GMC,Canyon SLT,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.6 sec,"$38,000 ",Petrol,5,259 Nm,2488.0,38000.0
GMC,Sierra 1500 AT4X,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.9 sec,"$82,000 ",Petrol,5,624 Nm,6162.0,82000.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,200 kWh,Up to 754 hp,170 km/h,4.5 sec,"$108,700 ",Electric,5,"1,064 Nm",200.0,108700.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.8 sec,"$55,000 ",Petrol,5,373 Nm,3564.0,55000.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$85,000 ",Petrol,5,629 Nm,6600.0,85000.0
GMC,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$60,000 ",Petrol,7,366 Nm,3564.0,60000.0
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$35,000 ",Petrol,5,275 Nm,1490.0,35000.0
Kia,Rio,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,000 ",Petrol,5,151 Nm,1591.0,17000.0
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm,1591.0,18000.0
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,000 ",Petrol,5,264 Nm,1591.0,28000.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm,1599.0,55000.0
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277 hp,220 km/h,7.0 sec,"$42,000 ",Petrol,7,421 Nm,2500.0,42000.0
Kia,Telluride SX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$50,000 ",Petrol,7,355 Nm,3778.0,50000.0
Kia,Forte LXS,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$19,000 ",Petrol,5,179 Nm,1999.0,19000.0
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$28,500 ",Petrol,5,264 Nm,1591.0,28500.0
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm,1591.0,33000.0
Kia,EV6 Wind,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$50,000 ",Electric,5,350 Nm,774.0,50000.0
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$28,000 ",Petrol,5,264 Nm,1591.0,28000.0
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,500 ",Petrol,5,264 Nm,1591.0,28500.0
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$55,000 ",Petrol,5,422 Nm,2500.0,55000.0
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm,1591.0,47000.0
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$51,000 ",Petrol,7,355 Nm,3778.0,51000.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.5 sec,"$44,000 ",Hybrid,5,360 Nm,1598.0,44000.0
Kia,EV6 First Edition,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$58,000 ",Electric,5,450 Nm,774.0,58000.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm,1591.0,33000.0
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,000 ",Petrol,5,264 Nm,1591.0,25000.0
Kia,Seltos EX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.0 sec,"$23,500 ",Petrol,5,179 Nm,1999.0,23500.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.0 sec,"$42,000 ",Hybrid,5,360 Nm,1598.0,42000.0
Kia,Sorento LX,2.5L 4-Cylinder,2500 cc,191 hp,210 km/h,8.5 sec,"$35,500 ",Petrol,7,246 Nm,2500.0,35500.0
Kia,Telluride EX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$44,000 ",Petrol,7,355 Nm,3778.0,44000.0
Kia,Soul EX,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$22,000 ",Petrol,5,179 Nm,1999.0,22000.0
Kia,Forte FE,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$18,500 ",Petrol,5,179 Nm,1999.0,18500.0
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$29,000 ",Petrol,5,264 Nm,1591.0,29000.0
Kia,EV6 Light,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$46,000 ",Electric,5,350 Nm,774.0,46000.0
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$30,000 ",Hybrid,5,265 Nm,1591.0,30000.0
Kia,Stinger GT,3.3L Turbocharged V6,3300 cc,365 hp,270 km/h,4.7 sec,"$51,500 ",Petrol,5,510 Nm,3300.0,51500.0
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$48,000 ",Hybrid,7,352 Nm,1591.0,48000.0
Kia,Telluride SX Prestige,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$52,000 ",Petrol,7,355 Nm,3778.0,52000.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$47,000 ",Hybrid,5,520 Nm,1598.0,47000.0
Kia,EV6 GT Performance,Electric Motor,77.4 kWh,577 hp,260 km/h,3.5 sec,"$65,000 ",Electric,5,740 Nm,774.0,65000.0
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$34,500 ",Hybrid,5,265 Nm,1591.0,34500.0
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,264 Nm,1591.0,32000.0
Kia,Forte EX Premium,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm,1999.0,22500.0
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,500 ",Petrol,5,179 Nm,1999.0,23500.0
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,500 ",Petrol,5,151 Nm,1591.0,17500.0
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm,1591.0,18000.0
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$20,500 ",Petrol,5,179 Nm,1999.0,20500.0
Kia,Seltos LX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.2 sec,"$23,000 ",Petrol,5,179 Nm,1999.0,23000.0
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,520 Nm,1599.0,45000.0
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm,1591.0,47000.0
Kia,Telluride LX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$41,500 ",Petrol,7,355 Nm,3778.0,41500.0
Kia,EV6 AWD GT-Line,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$60,000 ",Electric,5,450 Nm,774.0,60000.0
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,500 ",Petrol,5,264 Nm,1591.0,25500.0
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$23,000 ",Petrol,5,179 Nm,1999.0,23000.0
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$30,000 ",Petrol,5,264 Nm,1591.0,30000.0
Peugeot,e-2008 GT,Electric Motor,50 kWh,136 hp,200 km/h,8.5 sec,"$40,000 ",Electric,5,260 Nm,50.0,40000.0
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$53,000 ",Petrol,7,355 Nm,3778.0,53000.0
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$50,000 ",Petrol,5,422 Nm,2500.0,50000.0
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139 hp,180 km/h,10.5 sec,"$36,000 ",Hybrid,5,265 Nm,1591.0,36000.0
Kia,EV6 First Edition AWD,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$62,000 ",Electric,5,450 Nm,774.0,62000.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.8 sec,"$49,000 ",Hybrid,7,352 Nm,1591.0,49000.0
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$22,500 ",Petrol,5,179 Nm,1999.0,22500.0
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700 cc,280 hp,90 km/h,20.0 sec,"$85,000 ",Diesel,2,1200 Nm,7700.0,85000.0
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100 cc,180 hp,80 km/h,22.0 sec,"$75,000 ",Diesel,2,800 Nm,5100.0,75000.0
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,2995 cc (V6),335 hp,260 km/h,5.1 sec,"$70,000 ",Petrol,2,450 Nm,29956.0,70000.0
Jaguar Land Rover,Jaguar XE,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$45,000 ",Petrol,5,365 Nm,19994.0,45000.0
Jaguar Land Rover,Jaguar XF,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,"$50,000 ",Petrol,5,365 Nm,19994.0,50000.0
Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$85,000 ",Petrol,5,400 Nm,29956.0,85000.0
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm,19994.0,50000.0
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.8 sec,"$70,000 ",Electric,5,696 Nm,90.0,70000.0
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1998 cc (I4),160 hp,215 km/h,9.0 sec,"$40,000 ",Petrol,5,215 Nm,19984.0,40000.0
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.4 sec,"$60,000 ",Petrol,5,450 Nm,19994.0,60000.0
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,5000 cc (V8),575 hp,320 km/h,3.7 sec,"$120,000 ",Petrol,2,700 Nm,50008.0,120000.0
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,90.0,85000.0
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,5000 cc (V8),550 hp,283 km/h,4.0 sec,"$85,000 ",Petrol,5,700 Nm,50008.0,85000.0
Jaguar Land Rover,Jaguar XE S,I4 Petrol,1999 cc (I4),340 hp,250 km/h,5.3 sec,"$55,000 ",Petrol,5,450 Nm,19994.0,55000.0
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$90,000 ",Petrol,5,400 Nm,29956.0,90000.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$110,000 ",Petrol,2,680 Nm,50008.0,110000.0
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,"$50,000 ",Petrol,5,430 Nm,19994.0,50000.0
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$90,000 ",Electric,5,696 Nm,90.0,90000.0
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,50008.0,100000.0
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$55,000 ",Petrol,5,400 Nm,19994.0,55000.0
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,90.0,85000.0
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999 cc (I4),247 hp,225 km/h,6.4 sec,"$60,000 ",Petrol,5,365 Nm,19994.0,60000.0
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999 cc (I4),246 hp,230 km/h,6.8 sec,"$55,000 ",Petrol,5,430 Nm,19994.0,55000.0
Jaguar Land Rover,Jaguar XJ50,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,"$80,000 ",Petrol,5,400 Nm,29956.0,80000.0
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,50008.0,100000.0
Jaguar Land Rover,Jaguar XE SE,I4 Petrol,1999 cc (I4),250 hp,240 km/h,6.2 sec,"$50,000 ",Petrol,5,365 Nm,19994.0,50000.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995 cc (V6),380 hp,280 km/h,4.8 sec,"$80,000 ",Petrol,2,460 Nm,29956.0,80000.0
Jaguar Land Rover,Jaguar F-Type Coupe R,V8 Petrol,5000 cc (V8),550 hp,300 km/h,3.9 sec,"$100,000 ",Petrol,2,680 Nm,50008.0,100000.0
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.5 sec,"$85,000 ",Electric,5,696 Nm,90.0,85000.0
Jaguar Land Rover,Jaguar XJ Supercharged,V8 Petrol,5000 cc (V8),510 hp,280 km/h,4.2 sec,"$90,000 ",Petrol,5,625 Nm,50008.0,90000.0
Jaguar Land Rover,Jaguar F-Type P450 AWD,V8 Petrol,5000 cc (V8),450 hp,290 km/h,4.0 sec,"$90,000 ",Petrol,2,600 Nm,50008.0,90000.0
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,I4 Petrol + Electric Motor,1999 cc (I4) + Electric,398 hp,220 km/h,5.1 sec,"$75,000 ",Plug-in Hybrid,5,640 Nm,19994.0,75000.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,I4 Petrol,1999 cc (I4),300 hp,250 km/h,5.5 sec,"$60,000 ",Petrol,2,400 Nm,19994.0,60000.0
Acura,NSX Type S,Twin-Turbo V6 Hybrid,"3,493 cc (V6)",600 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,34936.0,157000.0
Acura,TLX PMC Edition,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$62,000 ",Petrol,5,362 Nm,35006.0,62000.0
Acura,MDX Advance,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$60,000 ",Petrol,7,362 Nm,35006.0,60000.0
Acura,RDX Technology,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm,15004.0,45000.0
Acura,ILX Premium,I4,"2,400 cc (I4)",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,24004.0,30000.0
Acura,TLX A-Spec,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,35006.0,50000.0
Acura,RDX SH-AWD,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$50,000 ",Petrol,5,400 Nm,15004.0,50000.0
Acura,MDX SH-AWD,V6,"3,500 cc (V6)",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm,35006.0,55000.0
Acura,RDX Platinum Elite,I4 Turbocharged,"1,500 cc (I4)",272 hp,210 km/h,6.6 sec,"$55,000 ",Petrol,5,400 Nm,15004.0,55000.0
Acura,TLX A-Spec Sedan,V6,"3,500 cc (V6)",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,35006.0,50000.0
Acura,TLX 2.4L,Inline-4,"2,400 cc",206 hp,210 km/h,6.0 sec,"$35,000 ",Petrol,5,247 Nm,2400.0,35000.0
Acura,MDX Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$55,000 ",Hybrid,7,335 Nm,3500.0,55000.0
Acura,RDX Hybrid,Inline-4 Hybrid,"1,500 cc",247 hp,210 km/h,6.6 sec,"$50,000 ",Hybrid,5,400 Nm,1500.0,50000.0
Acura,ILX Technology Package,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,2400.0,30000.0
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,"3,493 cc",500 hp,300 km/h,3.0 sec,"$150,000 ",Hybrid,2,600 Nm,3493.0,150000.0
Acura,RDX Turbo AWD,Inline-4 Turbocharged,"1,500 cc",272 hp,210 km/h,6.6 sec,"$45,000 ",Petrol,5,400 Nm,1500.0,45000.0
Acura,TLX 3.5L V6,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$50,000 ",Petrol,5,362 Nm,3500.0,50000.0
Acura,ILX Special Edition,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$30,000 ",Petrol,5,180 Nm,2400.0,30000.0
Acura,MDX SH-AWD w/Technology Package,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$55,000 ",Petrol,7,362 Nm,3500.0,55000.0
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,3493.0,157000.0
Acura,MDX Elite,V6,"3,500 cc",290 hp,190 km/h,6.0 sec,"$58,000 ",Petrol,7,362 Nm,3500.0,58000.0
Acura,TLX V6 Advance,V6,"3,500 cc",290 hp,250 km/h,5.7 sec,"$46,000 ",Petrol,5,362 Nm,3500.0,46000.0
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,"3,493 cc",537 hp,307 km/h,2.9 sec,"$157,000 ",Hybrid,2,666 Nm,3493.0,157000.0
Acura,RDX Turbo SH-AWD,Turbocharged I4,"1,500 cc",272 hp,210 km/h,6.6 sec,"$42,000 ",Petrol,5,400 Nm,1500.0,42000.0
Acura,ILX Technology Plus,Inline-4,"2,400 cc",201 hp,200 km/h,6.6 sec,"$28,000 ",Petrol,5,180 Nm,2400.0,28000.0
Acura,TLX Type S PMC Edition,Turbocharged V6,"3,000 cc",355 hp,250 km/h,5.1 sec,"$54,000 ",Petrol,5,480 Nm,3000.0,54000.0
Acura,MDX Sport Hybrid,V6 Hybrid,"3,500 cc",321 hp,190 km/h,6.0 sec,"$52,000 ",Hybrid,7,335 Nm,3500.0,52000.0
Peugeot,208,Inline-4,"1,199 cc",82 hp,180 km/h,10.5 sec,"$22,000 ",Petrol,5,160 Nm,1199.0,22000.0
Peugeot,2008,Inline-4,"1,199 cc",100 hp,190 km/h,9.0 sec,"$25,000 ",Petrol,5,205 Nm,1199.0,25000.0
Peugeot,301,Inline-4,"1,598 cc",115 hp,185 km/h,10.0 sec,"$23,500 ",Petrol,5,150 Nm,1598.0,23500.0
Peugeot,308,Inline-4,"1,598 cc",130 hp,200 km/h,8.0 sec,"$28,000 ",Petrol,5,230 Nm,1598.0,28000.0
Peugeot,3008,Inline-4,"1,598 cc",180 hp,210 km/h,7.5 sec,"$32,000 ",Petrol,5,400 Nm,1598.0,32000.0
Peugeot,5008,Inline-4,"1,998 cc",165 hp,200 km/h,9.5 sec,"$35,000 ",Diesel,7,400 Nm,1998.0,35000.0
Peugeot,508,Inline-4,"1,998 cc",180 hp,235 km/h,8.0 sec,"$35,500 ",Petrol,5,300 Nm,1998.0,35500.0
Peugeot,Partner,Diesel I4,"1,560 cc",75 hp,160 km/h,12.0 sec,"$22,500 ",Diesel,5,200 Nm,1560.0,22500.0
Peugeot,Expert,Diesel I4,"1,997 cc",120 hp,180 km/h,10.0 sec,"$30,000 ",Diesel,3,300 Nm,1997.0,30000.0
Peugeot,Boxer,Diesel I4,"2,200 cc",140 hp,160 km/h,11.0 sec,"$32,000 ",Diesel,3,340 Nm,2200.0,32000.0
Peugeot,e-208,Electric Motor,50 kWh,136 hp,150 km/h,8.1 sec,"$35,000 ",Electric,5,260 Nm,50.0,35000.0
Peugeot,e-2008,Electric Motor,50 kWh,136 hp,150 km/h,8.5 sec,"$38,000 ",Electric,5,260 Nm,50.0,38000.0
Peugeot,208 GTI,Inline-4,"1,598 cc",208 hp,230 km/h,6.5 sec,"$28,000 ",Petrol,5,300 Nm,1598.0,28000.0
Peugeot,308 GTI,Inline-4,"1,598 cc",270 hp,250 km/h,6.0 sec,"$35,000 ",Petrol,5,330 Nm,1598.0,35000.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm,1598.0,55000.0
Peugeot,308 Allure,Inline-4,"1,199 cc",130 hp,205 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm,1199.0,25000.0
Peugeot,2008 Allure,Inline-4,"1,199 cc",130 hp,200 km/h,9.7 sec,"$27,000 ",Petrol,5,230 Nm,1199.0,27000.0
Peugeot,3008 Allure,Inline-4,"1,499 cc",180 hp,210 km/h,8.0 sec,"$30,000 ",Petrol,5,250 Nm,1499.0,30000.0
Peugeot,5008 Allure,Inline-4,"1,499 cc",180 hp,200 km/h,8.5 sec,"$33,000 ",Petrol,7,250 Nm,1499.0,33000.0
Peugeot,508 Allure,Inline-4,"1,499 cc",180 hp,225 km/h,8.0 sec,"$35,000 ",Petrol,5,250 Nm,1499.0,35000.0
Peugeot,3008 GT,Inline-4,"1,598 cc",200 hp,220 km/h,7.5 sec,"$35,000 ",Petrol,5,280 Nm,1598.0,35000.0
Peugeot,508 GT,Inline-4,"1,598 cc",225 hp,235 km/h,6.8 sec,"$40,000 ",Petrol,5,300 Nm,1598.0,40000.0
Peugeot,3008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$45,000 ",Hybrid,5,400 Nm,1598.0,45000.0
Peugeot,5008 GT Hybrid,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,210 km/h,6.5 sec,"$48,000 ",Hybrid,7,400 Nm,1598.0,48000.0
Peugeot,208 Allure Premium,Inline-4,"1,199 cc",130 hp,200 km/h,9.5 sec,"$28,000 ",Petrol,5,230 Nm,1199.0,28000.0
Peugeot,Partner Tepee,Inline-4,"1,560 cc",100 hp,170 km/h,12.0 sec,"$25,000 ",Diesel,5,260 Nm,1560.0,25000.0
